Rk,School,G,Pts,Pass_Cmp,Pass_Att,Pass_Pct,Pass_yds,Pass_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Total_Plays,Total_O_Yds,Avg_Total_O,Pass_First_D,Rush_First_D,First_D_Penalties,First_D_Tot,No_penalties_per_game,Penalty_Yds,Fum,Int,Tot_Turnovers,Year,Conference
17,Texas,13,35.2,23.5,36.2,65.1,289.3,2.5,36.8,177.2,4.8,1.9,72.9,466.5,6.4,13.1,10,1.9,25,7.3,68.5,0.3,0.8,1.1,2019,Big 12
22,Minnesota,13,34.1,16.3,24.8,65.6,253.3,2.4,43.1,178.7,4.1,1.9,67.9,432,6.4,10.9,10.4,1.3,22.6,4.3,38.6,0.5,0.6,1.2,2019,Big Ten
23,Wisconsin,14,34.1,17.6,25.1,70.1,200.1,1.3,43.3,233.7,5.4,2.7,68.4,433.9,6.3,9.6,12.4,0.9,22.9,4.9,45.4,1.2,0.4,1.6,2019,Big Ten
27,Baylor,14,33.6,19.8,31.7,62.4,255.1,1.7,36,166.4,4.6,2.5,67.7,421.5,6.2,10.8,9.2,2.3,22,6.5,55.6,0.8,0.6,1.4,2019,Big 12
28,Auburn,13,33.2,17.6,30.5,57.8,207.5,1.5,42.1,199.4,4.7,2.4,72.5,406.8,5.6,9.5,10.4,1.6,21.5,7.1,55.2,0.8,0.5,1.3,2019,SEC
29,Florida,13,33.2,24.4,35.9,67.9,300.8,2.5,30.4,130,4.3,1.6,66.3,430.8,6.5,13.5,6.8,2.5,22.9,5.2,47.5,0.6,0.8,1.4,2019,SEC
30,Louisville,13,33.1,13.6,23.2,58.8,234.2,2.5,43.7,213.8,4.9,1.8,66.8,448,6.7,8.8,10,1.5,20.2,7.2,60,0.8,0.7,1.5,2019,ACC
31,North Carolina,13,33.1,20.4,33.2,61.5,285.8,3,40.6,188.2,4.6,0.9,73.8,474,6.4,12.8,10.1,1.3,24.2,6.2,53.9,0.4,0.5,0.9,2019,ACC
36,Oklahoma State,13,32.5,17.8,27.8,64.1,224.3,1.8,43.2,229.6,5.3,2.1,71.1,453.9,6.4,8.5,11,2.5,22,5.2,47.1,0.6,0.9,1.5,2019,Big 12
37,USC,13,32.5,28.1,39.5,71,335.8,2.7,30.1,118.2,3.9,1.4,69.6,454,6.5,14.1,7.1,2,23.2,6.9,69.3,0.8,1.2,2,2019,Pac-12
38,Utah,14,32.3,16.6,22.9,72.6,227.6,1.4,42.2,201.4,4.8,2.4,65.1,429,6.6,8.9,10.5,2.1,21.5,6.7,55.4,0.6,0.3,0.9,2019,Pac-12
39,Iowa State,13,32.2,24.2,37.2,65.2,311.3,2.2,31.6,133.3,4.2,1.7,68.8,444.6,6.5,14.5,6.7,1.8,22.9,4.7,38.2,0.5,0.7,1.2,2019,Big 12
40,Virginia,14,32.1,24,37.1,64.7,267.1,1.6,31.6,121.2,3.8,2,68.6,388.4,5.7,12.8,6.4,2,21.1,4.7,43.7,0.4,1.1,1.5,2019,ACC
41,Washington,13,32,20.2,31.6,64,243.4,1.8,35.2,149.5,4.2,1.8,66.8,392.9,5.9,10.7,8.4,1.2,20.3,6.1,49.2,0.5,0.6,1.1,2019,Pac-12
42,Indiana,13,31.8,24.7,36.4,67.9,302.4,1.8,35.7,130.8,3.7,1.8,72.1,433.2,6,13.1,8.2,2.2,23.4,6.8,63.8,0.5,0.7,1.2,2019,Big Ten
43,Wake Forest,13,31.8,21.7,36.1,60.1,288.3,2.4,45.1,175.7,3.9,1.4,81.2,464,5.7,12.6,9.3,1.7,23.6,4.4,35.4,0.3,1,1.3,2019,ACC
44,Michigan,13,31.7,17.5,31.5,55.6,250.8,1.9,37.8,151.2,4,2,69.3,402.1,5.8,11.1,8.3,2.8,22,6.2,49.9,0.8,0.7,1.5,2019,Big Ten
48,Oregon State,12,31.2,21.7,35,61.9,255.1,2.5,34,157,4.6,1.8,69,412.1,6,11.7,9.3,1.4,22.3,6.5,58.5,0.2,0.3,0.5,2019,Pac-12
49,Georgia,14,30.8,18.2,29.6,61.4,223,1.9,37.1,185.9,5,1.5,66.8,408.9,6.1,10.3,9.1,1.7,21.1,5.4,49.1,0.5,0.4,0.9,2019,SEC
50,Virginia Tech,13,30.8,14.2,24.5,58.2,209.1,1.7,43.5,176.1,4.1,1.6,67.9,385.2,5.7,8.3,9.6,2,19.9,5.3,46.6,1.2,0.6,1.8,2019,ACC
51,Houston,12,30.7,14.7,26,56.4,203.3,1.6,38.4,189.3,4.9,1.7,64.4,392.6,6.1,8.2,9.4,1.9,19.4,4.8,48.3,0.8,1,1.8,2019,Big 12
53,Texas Tech,12,30.5,28.5,44.3,64.4,324.7,2,33.7,149.6,4.4,1.7,77.9,474.3,6.1,14.6,8.3,2,24.8,6.3,57.9,0.6,0.7,1.3,2019,Big 12
56,TCU,12,30.3,17.6,32.9,53.4,203.7,1.3,42.5,204,4.8,1.9,75.4,407.7,5.4,8.9,10.6,1.9,21.4,6.5,61.3,0.8,0.9,1.7,2019,Big 12
60,Cincinnati,14,29.6,14.9,26.9,55.2,182.3,1.4,44,208,4.7,2.1,70.9,390.3,5.5,7.9,11.4,1.5,20.8,8.8,69.8,0.6,0.8,1.4,2019,Big 12
61,Kansas State,13,29.6,13.9,23.3,59.7,180.9,0.9,41,179.5,4.4,2.2,64.3,360.5,5.6,8.9,9,1.6,19.5,5.9,52.2,0.7,0.4,1.1,2019,Big 12
62,Texas A&M,13,29.5,21,34.8,60.4,235.4,1.7,32.5,159.8,4.9,1.8,67.3,395.2,5.9,11.7,8.8,1.6,22.1,6.7,55.4,0.8,0.8,1.5,2019,SEC
66,Boston College,13,29,12.4,23.5,52.8,176,1.5,50.2,254.2,5.1,2.1,73.6,430.2,5.8,7.2,13.2,0.8,21.2,5,37,0.5,0.5,1,2019,ACC
69,Syracuse,12,28.3,20.8,34,61.3,240.6,1.9,41.8,154,3.7,1.3,75.8,394.6,5.2,9.8,8.2,2,19.9,8.9,73.9,0.8,0.6,1.3,2019,ACC
72,Nebraska,12,28,16.2,26.9,60.1,212.6,1,45,204.5,4.5,2.3,71.9,417.1,5.8,8.9,10.3,1.7,20.8,5.1,43.2,1,0.8,1.8,2019,Big Ten
73,Florida State,13,27.9,21.5,33.2,64.6,267.6,1.8,36.7,140.7,3.8,1.8,69.9,408.3,5.8,10.6,8.1,1.9,20.4,9.2,73.3,0.6,1,1.6,2019,ACC
74,Mississippi State,13,27.6,14.3,24.2,59,179.5,1.5,40.7,220.7,5.4,2.1,64.9,400.2,6.2,8.6,11.2,1.8,21.5,5.5,44.5,1,0.8,1.8,2019,SEC
76,Kentucky,13,27.2,9.8,19.8,49.8,113.7,0.7,43.9,279.1,6.4,2.8,63.7,392.8,6.2,5.1,12.7,1.6,19.4,5.8,50.8,0.9,0.6,1.5,2019,SEC
77,Arizona,12,26.9,21.8,35.2,61.8,266.1,1.9,37.5,174.1,4.6,1.6,72.7,440.2,6.1,11.8,9.3,1.7,22.8,6.3,56.4,0.5,1,1.5,2019,Pac-12
79,Illinois,13,26.7,15.2,28.1,54.2,185.3,1.5,37.6,144.4,3.8,1.5,65.7,329.7,5,8.5,7.5,1.4,17.4,6.7,61.3,0.7,0.7,1.4,2019,Big Ten
80,UCLA,12,26.7,21.7,35.5,61,255.5,1.8,40.8,150.2,3.7,1.5,76.3,405.7,5.3,11.4,9.3,1.8,22.4,6.8,55.3,0.8,1,1.8,2019,Pac-12
81,Ole Miss,12,26.6,15.5,27.5,56.4,194,0.9,46.5,251.3,5.4,2.4,74,445.3,6,9.3,11.8,1.9,22.8,4.9,48.8,0.8,0.5,1.3,2019,SEC
87,Iowa,13,25.8,18.7,31.6,59.1,228.9,1.2,34.8,137.6,3.9,1.3,66.5,366.5,5.5,10.5,7.6,1.2,19.1,4.3,32.4,0.4,0.5,0.9,2019,Big Ten
89,Purdue,12,25.8,26.7,43.3,61.5,309.9,2.4,28.4,83.5,2.9,0.8,71.8,393.4,5.5,13.7,5.1,1.8,20.6,4.6,37.7,0.7,1.3,1.9,2019,Big Ten
90,Miami (FL),13,25.7,19.6,33.5,58.5,249.2,2.1,31.2,118.2,3.8,1.2,64.8,367.4,5.7,11.2,6.2,2.1,19.5,7,60.7,0.5,0.8,1.3,2019,ACC
93,Duke,12,25.3,17.8,31.5,56.3,179.3,1.5,41.3,150.3,3.6,1.3,72.8,329.7,4.5,8.5,8.4,1.7,18.7,5.3,45.3,1.2,1.2,2.3,2019,ACC
94,Maryland,12,25.3,14.3,28.5,50.3,174,1.3,35.4,169.4,4.8,1.9,63.9,343.4,5.4,7.3,7.7,1.8,16.8,5.8,48.8,0.8,1,1.8,2019,Big Ten
95,Missouri,12,25.3,18.8,31.3,60.1,222.6,1.4,39.7,151.7,3.8,1.2,71,374.3,5.3,9.1,9.2,2.2,20.4,6.9,67.3,0.5,0.7,1.2,2019,SEC
96,Arizona State,13,24.8,17.9,29.5,60.8,248.8,1.6,35.3,123.2,3.5,1,64.8,372.1,5.7,9.6,6.8,1.5,17.9,6.5,62.9,0.8,0.3,1.1,2019,Pac-12
97,Tennessee,13,24.2,15.4,27.7,55.6,221.4,1.5,35.4,144.3,4.1,1,63.1,365.7,5.8,9.5,7.1,2,18.5,6.4,52.5,0.5,1,1.5,2019,SEC
100,Colorado,12,23.5,21.4,34.3,62.5,238.2,1.5,36.3,150.3,4.1,1.2,70.6,388.5,5.5,10.6,9.1,1.8,21.4,7.1,60.5,0.3,0.9,1.2,2019,Pac-12
101,Kansas,12,23.5,19.6,32.4,60.4,231.5,2.1,31.6,146.3,4.6,0.8,64,377.8,5.9,9.7,7.7,1.3,18.7,5.5,50.1,0.5,1.2,1.7,2019,Big 12
104,Michigan State,13,22.4,20.8,35.7,58.2,244.8,1.3,35.6,128.2,3.6,0.9,71.3,372.9,5.2,11.4,7.6,2.1,21.1,5.8,53.8,0.7,1.2,1.8,2019,Big Ten
105,South Carolina,12,22.4,22.3,38.8,57.5,222.3,1,33,149.7,4.5,1.5,71.8,371.9,5.2,10.7,7.1,1.6,19.3,6.6,54.7,0.6,0.6,1.2,2019,SEC
107,North Carolina State,12,22.1,20.3,38.6,52.7,229.1,1.2,34.7,151.4,4.4,1.2,73.3,380.5,5.2,10.3,9.3,2.2,21.7,5.9,52.3,0.9,0.8,1.8,2019,ACC
109,Stanford,12,21.7,23,37,62.2,262.4,1.5,28.8,105.7,3.7,0.7,65.8,368.1,5.6,10.9,6.8,2,19.7,6.3,48.8,0.4,0.7,1.1,2019,Pac-12
110,Arkansas,12,21.4,16.8,33.9,49.6,192.9,1.2,31.3,147.3,4.7,1.2,65.2,340.2,5.2,9.3,6.7,2.3,18.3,5.1,41,0.5,1.3,1.8,2019,SEC
112,California,13,21.2,15.7,28.1,55.9,197,1.5,36.5,132,3.6,1.2,64.5,329,5.1,8,8.1,2.7,18.8,4.7,41.8,0.3,0.7,1,2019,Pac-12
116,West Virginia,12,20.6,24.1,37.8,63.7,248.7,1.8,27.8,73.4,2.6,0.6,65.6,322.1,4.9,10.8,5.2,1.8,17.7,5.9,48.9,0.4,1.3,1.7,2019,Big 12
124,Georgia Tech,12,16.7,10.3,22.4,46.1,133.9,1.2,37.3,152.6,4.1,1,59.7,286.5,4.8,5.3,8.3,1.6,15.1,4.8,41.1,0.8,0.8,1.7,2019,ACC
125,Vanderbilt,12,16.5,16.8,31.8,53,172,0.8,29.9,126.8,4.2,0.9,61.7,298.8,4.8,6.8,7.1,2,15.8,6.3,54.1,0.3,0.8,1.1,2019,SEC
126,Northwestern,12,16.3,13,26,50,117,0.5,44.1,180.2,4.1,1.4,70.1,297.2,4.2,6.3,9.2,2.2,17.7,5.4,48.5,0.8,1.3,2,2019,Big Ten
129,Rutgers,12,13.3,12.8,23.2,55.4,139.3,0.6,37.8,134.3,3.6,0.9,61,273.7,4.5,5.7,6.5,1.2,13.3,6.3,59.1,0.7,1.3,1.9,2019,Big Ten
1,Oklahoma,14,48.4,19.6,28.6,68.3,322.9,3.1,37.3,247.9,6.6,2.9,65.9,570.7,8.7,13.4,11.4,1.5,26.4,6.1,61.1,0.4,0.5,0.9,2018,Big 12
3,Alabama,15,45.6,20.1,29.2,68.7,323.6,3.5,38.1,198.4,5.2,2.2,67.3,522,7.8,13,10.3,1.4,24.7,5.8,53.1,0.5,0.5,1,2018,SEC
4,Clemson,15,44.3,21.8,33.9,64.4,278.7,2.5,37.8,249.3,6.6,3.3,71.7,528,7.4,12,10.5,1.3,23.9,4.6,41.6,0.6,0.5,1.1,2018,ACC
5,Houston,13,43.9,21.8,36.5,59.9,295.5,3.5,41.2,216.5,5.3,2.2,77.6,512,6.6,12.3,11.3,2.1,25.7,6.7,52.5,0.8,0.7,1.5,2018,Big 12
8,Ohio State,14,42.4,28.2,40,70.5,358.7,3.6,40.7,177,4.3,1.7,80.7,535.7,6.6,16.5,9.7,2.6,28.8,8.3,75.4,0.6,0.6,1.2,2018,Big Ten
10,West Virginia,12,40.3,24.3,37.1,65.4,351.3,3.2,35.4,160.9,4.5,1.8,72.5,512.3,7.1,14.4,8.3,1.6,24.3,7.1,66.7,0.6,0.8,1.4,2018,Big 12
11,Syracuse,13,40.2,20.8,35.6,58.5,264.7,1.7,45.6,202.1,4.4,2.9,81.2,466.8,5.7,10.3,11,2.2,23.6,7.2,59.1,0.5,0.9,1.4,2018,ACC
13,Oklahoma State,13,38.4,22.5,37.8,59.3,308.7,2.5,39.9,190.7,4.8,2.3,77.8,499.4,6.4,14.2,10.2,1.8,26.1,6.8,70.5,0.7,1,1.7,2018,Big 12
14,Georgia,14,37.9,17.3,25.5,67.8,226.9,2.4,40.4,239.2,5.9,2.1,65.9,466.1,7.1,10.1,12.1,1.5,23.6,5.5,49.6,0.6,0.4,1,2018,SEC
15,Washington State,13,37.5,36.8,52.1,70.6,373.5,3,21.4,78.9,3.7,1.8,73.5,452.5,6.2,17.8,4.5,1.9,24.5,6.6,65,0.3,0.8,1.1,2018,Pac-12
17,Texas Tech,12,37.3,30.1,44.6,67.5,352.6,2.3,36.4,131.8,3.6,2.2,81,484.3,6,16.7,7.9,1.9,26.6,7.9,73.8,0.6,1.3,1.8,2018,Big 12
18,Missouri,13,36.6,21.6,34.7,62.3,279.4,2.2,42.5,202.4,4.8,2.1,77.2,481.8,6.2,12.3,9.9,2.4,24.6,6.9,61.5,0.5,0.6,1.2,2018,SEC
19,Texas A&M,13,36,19.5,34,57.5,252.6,1.9,41.2,219,5.3,2.2,75.2,471.6,6.3,11.8,11.6,2.4,25.8,6.2,50.9,0.6,0.7,1.3,2018,SEC
21,Michigan,13,35.2,17.2,26.8,64.1,215.7,1.8,42.2,203.8,4.8,2,69,419.5,6.1,9.5,10.5,1.6,21.5,6.8,63.5,0.2,0.7,0.9,2018,Big Ten
22,Florida,13,35,16.7,28,59.6,213.5,2.2,40.3,213.3,5.3,1.8,68.3,426.8,6.2,9.5,11.1,1.3,21.8,7.3,62.7,0.6,0.5,1.1,2018,SEC
23,Cincinnati,13,34.9,17.5,28.8,60.7,219,1.7,46.2,239.5,5.2,2.8,74.9,458.5,6.1,9.9,12.4,1.2,23.5,8.2,73.7,1,0.5,1.5,2018,Big 12
25,Oregon,13,34.8,18.9,32.1,59,247.8,2.2,40.5,180.8,4.5,2.2,72.5,428.7,5.9,10.8,9.2,1.6,21.6,4.6,43.7,0.7,0.6,1.3,2018,Pac-12
30,Ole Miss,12,33.9,23.5,36.8,63.9,346.4,1.8,34.8,164.9,4.7,2,71.6,511.3,7.1,13.6,8.8,1.8,24.1,7.3,66.8,0.4,0.8,1.2,2018,SEC
31,North Carolina State,13,33.8,25.7,38.2,67.3,313.2,1.9,37.2,143.1,3.8,2.1,75.4,456.2,6.1,14.2,7.7,2.3,24.2,4.6,44.7,0.5,0.8,1.4,2018,ACC
32,Penn State,13,33.8,15.8,29.2,54.2,218.2,1.6,40,204.8,5.1,2.6,69.2,423,6.1,9,10.3,2.2,21.5,4.7,42.4,1,0.6,1.6,2018,Big Ten
33,Georgia Tech,13,33.6,4.3,9.7,44.4,83.8,0.5,57.3,325.1,5.7,3.5,67,408.8,6.1,3,16.8,1.4,21.2,3.8,36.7,1,0.3,1.3,2018,ACC
37,Wake Forest,13,32.8,19.1,34.2,55.9,235.2,1.9,48.2,216.7,4.5,1.6,82.3,451.8,5.5,10.9,12.2,1.6,24.7,4.2,42.2,0.5,1,1.5,2018,ACC
38,LSU,13,32.4,17.2,29.8,57.9,228.5,1.3,43,173.6,4,2.2,72.8,402.1,5.5,10.2,9.9,2.6,22.7,6.4,61.1,0.6,0.4,1,2018,SEC
39,Boston College,12,32,16.3,28.1,57.9,215.3,2.1,46.4,189.2,4.1,1.9,74.5,404.4,5.4,8.9,9.5,1,19.4,6.3,49.2,0.8,0.8,1.6,2018,ACC
43,Arizona,12,31.3,18,32.4,55.5,255.3,2.4,41.1,202.4,4.9,1.2,73.5,457.7,6.2,10.8,9.6,3.2,23.6,7.9,75.7,0.8,0.8,1.6,2018,Pac-12
44,Iowa,13,31.2,18.6,31.4,59.3,226.6,2.1,37.5,148.4,4,1.5,68.9,375,5.4,10.6,7.6,1.8,20.1,4.8,42.5,0.5,0.8,1.4,2018,Big Ten
47,Texas,14,31.1,22.1,34,65.1,258.2,2,40.3,153.8,3.8,1.7,74.3,412,5.5,12.1,9.2,1.9,23.2,7.4,67,0.4,0.4,0.8,2018,Big 12
48,Auburn,13,30.9,17.9,29.3,61.2,222.5,1.6,39.4,167.5,4.3,1.9,68.7,389.9,5.7,8.8,9.9,1.7,20.4,6.4,56.7,0.6,0.4,1,2018,SEC
53,Purdue,13,30.5,25.6,39.2,65.4,307.5,2.2,30.8,136.4,4.4,1.5,69.9,443.9,6.3,12,7.5,2.4,21.8,6.2,64.4,0.5,1,1.5,2018,Big Ten
57,South Carolina,13,30.1,20.9,34.1,61.4,272.8,2.5,34,153.3,4.5,1.2,68.1,426.2,6.3,12.1,8,1.5,21.6,6.3,53.2,0.5,1.1,1.6,2018,SEC
58,Nebraska,12,30,21.4,33.7,63.6,247.2,1.6,38.7,209,5.4,2.1,72.3,456.2,6.3,10.8,10.8,1.5,23.2,7.7,70.8,0.9,0.9,1.8,2018,Big Ten
59,Arizona State,13,29.9,19,30.5,62.2,232.7,1.5,38.4,184.2,4.8,2,68.9,416.9,6,10.1,9.8,1.6,21.5,6.1,53.8,0.3,0.5,0.8,2018,Pac-12
61,Virginia Tech,13,29.8,19.2,33,58.3,253.8,2.2,39.8,174.3,4.4,1.5,72.8,428.2,5.9,11.2,9.7,1.5,22.3,5.8,54.9,0.5,0.8,1.2,2018,ACC
62,Wisconsin,13,29.7,13.8,23.4,58.9,157.7,1.5,43.9,273.4,6.2,2.5,67.3,431.1,6.4,7.7,13.5,0.6,21.8,5.7,50.5,0.8,1.1,1.8,2018,Big Ten
63,Baylor,13,29.5,22.8,37.3,61,290,1.7,38.6,169.1,4.4,1.9,75.9,459.1,6,12,11.2,2.2,25.5,7.8,74.1,0.5,1,1.5,2018,Big 12
64,Duke,13,29.4,21.4,36.6,58.4,246.1,2.4,36.9,159.6,4.3,1.5,73.5,405.7,5.5,10.5,8.7,1.3,20.5,4.2,34.8,0.8,0.8,1.5,2018,ACC
65,Minnesota,13,28.9,14.6,26.6,54.9,208.8,1.5,40.2,171.2,4.3,1.8,66.8,380,5.7,9.2,9.3,2.2,20.7,3.9,39.1,0.8,1.1,1.9,2018,Big Ten
66,Miami (FL),13,28.8,14,27.4,51.1,167.3,1.5,36.8,191.5,5.2,1.9,64.2,358.8,5.6,6.8,9,1.2,17.1,5.6,46.3,0.9,1.1,2,2018,ACC
68,Maryland,12,28.5,10.4,20.1,51.9,141.3,1,40.5,230.3,5.7,2.1,60.6,371.5,6.1,5.2,10.3,1.4,16.9,8.3,79.7,0.8,0.4,1.2,2018,Big Ten
69,Mississippi State,13,28.5,12.7,24.8,51.1,173.8,1.7,39.5,223.6,5.7,2,64.4,397.4,6.2,6.7,11.8,1.2,19.6,6.4,57.5,0.2,0.8,1,2018,SEC
71,Vanderbilt,13,28.5,19.8,32,62,243.7,1.8,33.3,167.6,5,1.7,65.3,411.3,6.3,10.5,8.3,2.3,21.2,5.5,43.7,0.6,0.5,1.1,2018,SEC
72,Virginia,13,28.5,17.5,27.5,63.7,211.6,2,38.4,172.9,4.5,1.5,65.9,384.5,5.8,9.5,10.5,1.2,21.2,4.5,40.6,0.8,0.7,1.5,2018,ACC
73,Stanford,13,28.4,20.8,32.5,64.1,273.1,2.2,29.5,107.9,3.7,1.2,62.1,381,6.1,11.5,5.1,2.7,19.3,5.5,42.2,0.3,0.8,1.2,2018,Pac-12
76,Utah,14,28.1,17.9,29.1,61.4,213.9,1.4,40.2,182.4,4.5,1.6,69.3,396.4,5.7,9.1,9.8,1.4,20.3,5.1,46.9,1,0.9,1.9,2018,Pac-12
78,North Carolina,11,27.4,22.2,37.6,58.9,249.1,1.3,36.5,193,5.3,1.7,74.2,442.1,6,10.6,9.5,1.1,21.3,6,55.6,0.8,1.3,2.1,2018,ACC
80,Colorado,12,27.1,22.6,35,64.5,249.6,1.6,37.7,143,3.8,1.8,72.7,392.6,5.4,11.1,7.6,2,20.7,5.9,55.3,0.6,1,1.6,2018,Pac-12
82,Iowa State,13,26.8,18.2,27.8,65.7,240.9,1.5,35.7,130.2,3.6,1.5,63.5,371.2,5.8,9.5,7.9,1.9,19.2,4.8,39.8,0.8,0.7,1.5,2018,Big 12
85,Kentucky,13,26.6,14.9,22.8,65.5,161.5,1.1,41,202,4.9,2.1,63.8,363.5,5.7,7.4,10.8,1.8,19.9,6.1,55.5,0.6,0.8,1.4,2018,SEC
88,Indiana,12,26.4,26.3,40.1,65.7,257.8,1.7,35.7,157.3,4.4,1.4,75.8,415.2,5.5,11.9,8.8,2.8,23.5,5.9,60.8,0.7,1.1,1.8,2018,Big Ten
89,Washington,14,26.4,18.9,28.9,65.2,238.4,1.4,40.3,176.3,4.4,1.8,69.2,414.6,6,11.1,9.3,1.7,22.1,4.9,44.2,0.4,0.9,1.2,2018,Pac-12
91,Oregon State,12,26.1,21.6,35.8,60.2,249.2,1.4,40.4,155.6,3.8,1.9,76.3,404.8,5.3,11.5,8.8,1.6,21.9,5.3,47.9,0.8,0.8,1.5,2018,Pac-12
92,USC,12,26.1,20.3,33.4,60.8,248.2,1.5,32.8,134.4,4.1,1.4,66.2,382.6,5.8,10.3,7,1.9,19.3,8,73.6,0.8,0.8,1.6,2018,Pac-12
93,Illinois,12,26,14.8,27.3,54,165.7,0.8,40.8,244.8,6,2.1,68.2,410.4,6,7.6,10.4,1.4,19.4,6.3,64.4,0.8,1.2,2,2018,Big Ten
98,UCLA,12,24.6,19.9,33.6,59.3,237.8,1.1,37.5,155.3,4.1,1.7,71.1,393,5.5,11.2,8.2,1.8,21.1,6.8,57,0.6,0.8,1.4,2018,Pac-12
101,Northwestern,14,24.2,22.8,37.6,60.5,239.4,1.2,37,114.9,3.1,1.8,74.6,354.4,4.7,11.5,6.6,2.5,20.6,2.9,25.9,0.2,1.1,1.4,2018,Big Ten
106,Kansas,12,23.8,19.2,32.8,58.5,192.7,1.5,35.2,158.2,4.5,1.2,67.9,350.8,5.2,9.3,7.2,1.5,17.9,6.5,55.8,0.6,0.3,0.9,2018,Big 12
107,TCU,13,23.5,18.3,31.4,58.3,210.8,1.4,38.1,157.2,4.1,1.1,69.5,368.1,5.3,9.2,8.8,1,18.9,4.3,39.1,0.8,1.2,2,2018,Big 12
110,Tennessee,12,22.8,14.7,24.8,59.3,196.4,1.3,34.5,130,3.8,1.3,59.3,326.4,5.5,8,6.3,1.8,16,5.7,46.5,0.9,0.4,1.3,2018,SEC
111,Kansas State,12,22.5,13.8,24.2,57.2,162.1,0.9,42.3,182.6,4.3,1.7,66.4,344.7,5.2,7.3,9.7,1.8,18.8,4.9,44.8,0.8,0.6,1.4,2018,Big 12
113,Florida State,12,21.9,21.6,37.9,56.9,269.1,1.7,32.6,90.9,2.8,0.9,70.5,360,5.1,10.7,5,1.4,17.1,9.2,70.9,1.1,1.1,2.2,2018,ACC
114,Arkansas,12,21.7,16.8,30.8,54.6,191.8,1.4,36.7,143.3,3.9,0.9,67.5,335.1,5,8.4,7.9,1.9,18.3,5.8,51.8,0.7,1.5,2.2,2018,SEC
116,California,13,21.5,19.5,32.5,60,185.8,1.2,37.5,157.7,4.2,1,70,343.5,4.9,8.7,8.5,2.1,19.3,5.7,50.1,0.8,1.5,2.4,2018,Pac-12
122,Louisville,12,19.8,17.5,32.8,53.3,211.1,0.8,33.5,142.4,4.3,1.5,66.3,353.5,5.3,9.5,7.9,1.3,18.8,8.4,71.8,0.8,1.3,2.1,2018,ACC
126,Michigan State,13,18.7,19.6,38.2,51.4,217.2,0.9,35.8,124.8,3.5,1.1,73.9,342.1,4.6,11.2,7.1,1.9,20.2,6,54.7,0.6,1.1,1.7,2018,Big Ten
130,Rutgers,12,13.5,14.3,29.2,48.9,132.2,0.4,35.1,134.1,3.8,1,64.3,266.3,4.1,6,7.2,2,15.2,6.3,62.3,0.6,1.8,2.4,2018,Big Ten
3,Oklahoma,14,45.1,22.1,30.9,71.4,361.8,3.4,39,217.8,5.6,2.4,69.9,579.6,8.3,14.4,10.2,1.4,25.8,5.9,57.8,0.5,0.4,0.9,2017,Big 12
4,Oklahoma State,13,45,25,38.7,64.6,389.2,2.8,38.5,182.2,4.7,2.6,77.2,571.3,7.4,16.4,9.1,2.2,27.6,5.1,45.5,0.8,0.8,1.6,2017,Big 12
5,Arizona,13,41.3,14.1,22.7,62,180.2,1.5,46.9,309.7,6.6,3.7,69.6,489.9,7,7.5,13.1,3.1,23.5,5.3,55,0.7,1,1.7,2017,Pac-12
6,Ohio State,14,41.1,20.5,31.4,65.2,262.8,2.8,42,243.4,5.8,2.4,73.4,506.2,6.9,10.7,12.4,2.1,25.3,6.9,67.4,0.6,0.7,1.4,2017,Big Ten
7,Penn State,13,41.1,23.2,35.2,65.7,290.2,2.5,34.7,170.2,4.9,2.8,69.9,460.3,6.6,13.2,7.6,1.9,22.8,4.2,37.7,0.2,0.8,1,2017,Big Ten
11,Louisville,13,38.1,21.3,35.7,59.7,299.8,2.2,38.1,245.1,6.4,2.5,73.8,544.9,7.4,12.9,12.1,2.1,27.1,6.3,51.1,0.8,0.8,1.6,2017,ACC
14,Missouri,13,37.5,19,33.1,57.4,308.6,3.4,37.2,194.5,5.2,1.2,70.3,503.2,7.2,11.5,10.2,1.6,23.4,7.4,59.5,0.8,1.1,1.9,2017,SEC
15,Alabama,14,37.1,14.6,23.8,61.3,193.4,2,43.7,250.6,5.7,2.6,67.5,444.1,6.6,8.6,12.4,1.4,22.2,4.9,40.6,0.5,0.2,0.7,2017,SEC
17,Washington,13,36.2,18.5,26.8,69,222.2,1.5,36.4,183.2,5,2.8,63.2,405.5,6.4,10.3,8.9,1.6,20.8,4.2,34.2,0.5,0.4,0.8,2017,Pac-12
18,Oregon,13,36,15.6,23.9,65.3,189.9,1.4,48.3,251,5.2,3.1,72.2,440.9,6.1,7.4,12.5,2.1,21.9,9.3,87.5,1,0.9,1.9,2017,Pac-12
20,Georgia,15,35.4,12.4,20.3,61,176.9,1.6,44.9,258.4,5.8,2.8,65.2,435.3,6.7,7.5,11.9,1.4,20.7,6.3,55.7,0.5,0.6,1.1,2017,SEC
21,Wake Forest,13,35.3,20.6,32.8,62.9,276.8,2.5,41.2,189.1,4.6,1.7,73.9,465.9,6.3,11.8,9.6,1.3,22.8,5.3,41.8,0.5,0.5,1,2017,ACC
22,West Virginia,13,34.5,22.6,37,61.1,309.3,2.8,35.5,150.2,4.2,1.4,72.5,459.5,6.3,12.2,8.7,2.3,23.2,6.1,59.7,0.9,1.1,2,2017,Big 12
