Rk,School,G,Pts,Pass_Cmp,Pass_Att,Pass_Pct,Pass_yds,Pass_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Total_Plays,Total_O_Yds,Avg_Total_O,Pass_First_D,Rush_First_D,First_D_Penalties,First_D_Tot,No_penalties_per_game,Penalty_Yds,Fum,Int,Tot_Turnovers,Year,Conference
1,Miami (FL),11,44.7,26,38.2,68.1,360.2,3.3,33,181.3,5.5,2.3,71.2,541.5,7.6,15.5,10.3,1.7,27.5,6.5,67.5,0.5,0.6,1.1,2024,ACC
2,Indiana,11,41.3,18.5,26.9,68.6,257.5,2.3,38.2,168.2,4.4,3.1,65.1,425.7,6.5,11.6,10.1,1.8,23.5,4.7,43.6,0.3,0.5,0.7,2024,Big Ten
7,Washington State,11,38.8,19.6,30.4,64.7,276.7,2.6,36.9,177.8,4.8,2.4,67.3,454.5,6.8,11.6,9.7,2.2,23.5,6.4,59.3,0.4,0.5,0.9,2024,Pac-12
9,Ole Miss,11,38.5,23,33.9,67.8,361.8,2.4,37.8,170.8,4.5,2.3,71.7,532.6,7.4,13.5,9.9,1.5,24.9,7.6,77.4,0.5,0.5,1.1,2024,SEC
10,Ohio State,11,37.8,20.3,28.3,71.7,261.5,2.5,34.5,177.5,5.2,2.2,62.7,439.1,7,11.3,9.2,0.6,21.1,4.5,42,0.5,0.5,1,2024,Big Ten
11,Clemson,11,37.6,23.4,37.5,62.4,274.6,2.7,35,195.3,5.6,1.9,72.5,469.9,6.5,12.1,10.8,2.1,25,5.5,53.4,0.2,0.5,0.6,2024,ACC
12,Tennessee,11,37.4,18.5,28.8,64.4,228.5,1.5,45.3,227.5,5,2.9,74.1,456.1,6.2,10.9,11.2,1.5,23.5,7.8,65.2,0.6,0.5,1.2,2024,SEC
13,Texas Tech,11,37.4,26.2,41.8,62.6,292.5,2.5,36.7,157.5,4.3,1.8,78.5,450,5.7,13.1,9.4,1.6,24.1,8,68.4,0.9,0.7,1.6,2024,Big 12
15,Texas,11,36.5,23,34,67.6,279.7,2.9,36.5,169.6,4.7,1.8,70.5,449.4,6.4,11.8,9,1.4,22.2,6.3,52.6,0.8,0.7,1.5,2024,SEC
17,Alabama,11,36.2,17.5,27,64.6,238.6,1.5,36.8,181,4.9,3.4,63.8,419.6,6.6,9.7,9.8,1.5,21,7.8,72.5,0.5,0.8,1.3,2024,SEC
18,Louisville,11,36.2,22.4,34.9,64.1,285.5,2.1,31.1,167.5,5.4,2.1,66,453,6.9,12.1,8,1.5,21.6,6.7,52.6,0.4,0.5,0.9,2024,ACC
22,TCU,11,34.6,26.1,38.1,68.5,327.2,2.3,30.5,113.4,3.7,2.2,68.5,440.5,6.4,14,7.7,1.5,23.3,5.7,55.6,1,0.8,1.8,2024,Big 12
25,Oregon,11,33.9,24.1,32.7,73.6,281.4,2,35.5,166.3,4.7,2,68.3,447.6,6.6,12.6,9.1,1.5,23.3,5.6,44.9,0.4,0.5,0.9,2024,Pac-12
27,Baylor,11,33.7,18.2,30.1,60.4,240.2,2.3,37.1,179,4.8,1.9,67.2,419.2,6.2,10.8,8.9,1.7,21.5,6.6,65.5,0.5,0.8,1.3,2024,Big 12
29,Georgia,11,33.2,24.4,37.1,65.7,297,2.1,30.6,130.1,4.2,1.9,67.7,427.1,6.3,13.4,7.6,1.5,22.5,6.1,58.1,0.3,1.1,1.4,2024,SEC
32,Colorado,11,32.9,27.5,37.9,72.7,317.1,2.7,26.6,73.8,2.8,1.3,64.5,390.9,6.1,13.5,5.1,2.4,20.9,7.5,67.9,0.5,0.6,1.1,2024,Big 12
33,South Carolina,11,32.9,17,26,65.4,225.5,1.8,43.3,181.8,4.2,2.1,69.3,407.3,5.9,9.7,10.2,1.9,21.8,6.7,57.5,1,0.5,1.5,2024,SEC
35,North Carolina,11,32.5,18.2,31.3,58.1,230.2,1.3,40,189.2,4.7,2.3,71.3,419.4,5.9,10,10.1,2.3,22.4,7.3,62.1,0.5,0.7,1.3,2024,ACC
36,Texas A&M,11,32.5,15.8,26.9,58.8,208.7,1.5,42,208.4,5,2.4,68.9,417.1,6.1,9.9,10.3,1.6,21.8,7.6,66.3,0.3,0.7,1,2024,SEC
37,Penn State,11,32.4,19.4,26.8,72.2,253.2,2,37.1,192.5,5.2,2,63.9,445.6,7,12.2,9.9,1.2,23.3,4.9,44.1,0.3,0.5,0.8,2024,Big Ten
42,Syracuse,11,31.7,31.2,48,65,361.5,2.4,31.1,92.5,3,1.6,79.1,454,5.7,18,6.2,1.6,25.8,7.4,62.1,0.2,1.1,1.3,2024,ACC
45,Iowa State,11,31.4,20.1,33,60.9,269,1.6,37.3,162.5,4.4,2.1,70.3,431.5,6.1,12.2,8.2,2.2,22.5,4.1,28.8,0.3,0.8,1.1,2024,Big 12
46,Arkansas,11,31.1,20.3,32.5,62.3,272.8,1.3,37.6,185.1,4.9,2.6,70.2,457.9,6.5,12,11.4,1.3,24.6,6.6,60,1,0.8,1.8,2024,SEC
49,Kansas,11,30.8,14.9,25.7,58,202.3,1.4,39,211.5,5.4,2.5,64.7,413.7,6.4,9.1,11.2,1.5,21.8,4.7,40.8,0.4,0.9,1.3,2024,Big 12
50,Arizona State,11,30.5,16.1,26.5,60.8,212.4,1.6,42.1,187.2,4.4,2,68.5,399.5,5.8,9.5,10.9,1.9,22.3,6.5,51.1,0.3,0.5,0.7,2024,Big 12
51,Kansas State,11,30.5,17.7,29.5,60.2,212.1,1.7,35.3,210,6,1.6,64.7,422.1,6.5,9.2,10.5,1,20.6,5.3,43.8,0.4,0.8,1.2,2024,Big 12
52,West Virginia,11,29.7,15.3,26.5,57.7,194.6,1.5,41.6,197.5,4.7,2.1,68.1,392.1,5.8,8.8,11.1,2.2,22.1,4.1,31.5,0.3,1,1.3,2024,Big 12
54,Oklahoma State,11,29.6,23.2,37.7,61.4,279.1,1.9,29.7,115.5,3.9,1.7,67.5,394.6,5.9,12.9,6.7,1.7,21.4,4.6,40.2,0.4,1.4,1.7,2024,Big 12
55,Iowa,11,29.4,12.8,20.6,62.1,133.2,0.7,39.7,213.5,5.4,2.6,60.4,346.7,5.7,6.5,9.7,1.4,17.6,3.2,29.7,0.4,0.6,1,2024,Big Ten
56,USC,11,29.3,26,40.5,64.1,285.5,2,27.9,144.3,5.2,1.5,68.5,429.7,6.3,14,7.3,1.4,22.6,5.6,48.1,0.5,0.9,1.5,2024,Big Ten
57,Missouri,11,29.2,20.2,31.9,63.2,224.6,1.1,39.8,168.7,4.2,2,71.7,393.4,5.5,9.1,10.8,1.5,21.4,5.5,50.2,0.4,0.5,0.8,2024,SEC
59,Auburn,11,29,18.7,29.7,63,260.5,2.4,34.6,171.6,5,1.2,64.4,432.2,6.7,10.2,9.3,1.3,20.7,5.7,49.6,0.8,1,1.8,2024,SEC
60,Virginia Tech,11,29,16,27.3,58.7,187.2,1.3,38.4,185.7,4.8,2.2,65.6,372.9,5.7,8,9,2.2,19.2,6,49.2,0.7,0.7,1.5,2024,ACC
61,Boston College,11,28.8,14.6,23.7,61.7,185.2,2,42.4,180.4,4.3,1.8,66.1,365.5,5.5,8.2,9.4,1.8,19.4,4.5,41.4,0.7,0.6,1.4,2024,ACC
62,LSU,11,28.6,26.9,42.3,63.7,317.7,2.1,28.9,117.5,4.1,1.3,71.2,435.3,6.1,15.6,6.1,2.6,24.4,6.4,50.2,0.3,1,1.3,2024,SEC
63,North Carolina State,11,28.6,20.2,31.4,64.3,232,1.5,30.9,133.5,4.3,1.7,62.3,365.5,5.9,10.7,6.4,2.4,19.5,5.1,48.3,0.9,1,1.9,2024,ACC
67,Illinois,11,28.1,17.3,28.5,60.5,218.4,1.8,34.6,145.6,4.2,1.5,63.2,364,5.8,10.5,8.1,2.3,20.8,5.4,41.5,0.6,0.3,0.9,2024,Big Ten
68,California,11,27.9,24.5,36.3,67.4,276.1,1.5,33.1,118.5,3.6,1.5,69.4,394.5,5.7,12.9,6.7,1.7,21.4,7.6,61.3,0.3,0.5,0.8,2024,ACC
69,Georgia Tech,11,27.9,19.8,31.1,63.7,234.6,1.1,37.1,180.1,4.9,2.4,68.2,414.7,6.1,10.4,9.5,1,20.8,5,39.5,0.1,0.5,0.6,2024,ACC
71,Florida,11,27.6,15.6,25.9,60.4,226.9,1.4,34.5,148.8,4.3,2,60.4,375.7,6.2,9.1,8.1,1.5,18.7,5.5,48.8,0.5,1,1.5,2024,SEC
75,Duke,11,27.2,20.8,35.3,59,245.9,2.3,30.2,96.4,3.2,1,65.5,342.3,5.2,10.7,4.5,2.4,17.6,5.8,56.5,0.5,1,1.5,2024,ACC
76,Vanderbilt,11,27,14.4,24.1,59.6,187.1,1.5,36.9,142.1,3.8,1.4,61,329.2,5.4,8.5,8.1,1.6,18.3,5.2,49.8,0.3,0.3,0.5,2024,SEC
77,Mississippi State,11,26.9,17.9,30.5,58.8,234.5,1.6,35.4,146.9,4.2,1.6,65.8,381.5,5.8,10.2,8.1,2.5,20.7,6.9,61.5,0.8,0.5,1.4,2024,SEC
80,Rutgers,11,26.7,16.9,31,54.5,209.3,1.5,39.4,173.4,4.4,1.9,70.4,382.6,5.4,10.2,9.9,2.5,22.6,4.5,38.1,0.2,0.5,0.7,2024,Big Ten
83,Minnesota,11,26.5,21.5,32.3,66.5,223.7,1.5,29.9,104.8,3.5,1.5,62.2,328.5,5.3,11,6.8,2.3,20.1,4.8,38,0.5,0.5,0.9,2024,Big Ten
84,Wake Forest,11,26.5,20.5,34,60.4,243.1,1.5,36.5,132.4,3.6,1.5,70.5,375.5,5.3,11.5,7.5,2.9,21.9,5.1,46.7,0.6,1.2,1.8,2024,ACC
85,Cincinnati,11,26.3,21,32.7,64.2,243.5,1.6,35.2,181.5,5.2,1.5,67.9,424.9,6.3,12.1,8.5,1.5,22,5.5,46.2,0.8,0.5,1.4,2024,Big 12
90,Maryland,11,25.2,27.3,42.5,64.1,289.6,1.8,30.8,113.9,3.7,1.4,73.4,403.5,5.5,13.7,6.3,2.3,22.3,6.8,63.2,0.5,1,1.5,2024,Big Ten
91,Nebraska,11,25.1,22.1,33.7,65.5,231.5,1.1,33.8,129.4,3.8,1.7,67.5,360.9,5.3,10.4,8.5,3.1,22,6.5,56,0.4,1,1.4,2024,Big Ten
92,Oklahoma,11,25,17.5,27.9,62.5,172.8,1.3,40.4,153.8,3.8,1.4,68.3,326.6,4.8,7.6,8.7,2.1,18.5,5.5,49.2,1.3,0.5,1.7,2024,SEC
93,Oregon State,11,24.8,17.7,29.4,60.4,199.2,0.5,42.2,195.8,4.6,2.5,71.5,395,5.5,9.1,11.9,2.2,23.2,5,45.5,0.5,1,1.5,2024,Pac-12
96,Wisconsin,11,24,17.5,30.3,58,202.7,1.2,36.2,164.4,4.5,1.7,66.5,367.1,5.5,8.3,9.3,1.8,19.4,5.1,35.3,0.7,0.9,1.6,2024,Big Ten
105,Utah,11,23.2,16.9,30.7,55,207.5,1.7,33.7,134.5,4,0.6,64.5,342,5.3,8.8,7,1.3,17.1,5.2,44.1,0.5,1.5,2,2024,Big-12
106,Virginia,11,23.2,20.6,33.2,62.2,233.6,1.5,36.4,135.2,3.7,1.1,69.5,368.8,5.3,9.8,8.2,1.5,19.5,5,44.5,0.5,1.1,1.5,2024,ACC
107,Arizona,11,23.1,22.5,36.9,61.1,259,1.5,28,108.6,3.9,1,64.9,367.6,5.7,11.1,6.4,1.4,18.8,6.9,61.9,0.6,1.1,1.7,2024,Big 12
108,Michigan,11,23.1,15.5,25.2,61.4,140.1,1,35.7,159.6,4.5,1.5,60.9,299.7,4.9,6.9,8.9,0.9,16.7,4.1,39,0.6,0.9,1.5,2024,Big Ten
109,Washington,11,22.6,23.5,33.2,71,257,1.5,31.8,139.4,4.4,1.1,65,396.4,6.1,11.6,8.2,1.2,21,6.3,54.9,0.3,0.6,0.9,2024,Big Ten
111,Stanford,11,22.1,18,30,60,185.7,1.5,36.8,133.2,3.6,0.8,66.8,318.9,4.8,9.1,7.5,1.8,18.4,5,43,0.5,1.3,1.7,2024,ACC
113,Kentucky,11,21.2,14.3,26.2,54.5,185.9,1.2,37.3,144.7,3.9,1,63.5,330.6,5.2,8,9.6,2.4,20,6.5,52.3,0.4,1.3,1.6,2024,SEC
121,Michigan State,11,19.8,18.1,29.9,60.5,224.3,1.1,33.6,116.5,3.5,0.9,63.5,340.7,5.4,9.4,8.5,1.5,19.4,6.6,62.7,0.6,1,1.6,2024,Big Ten
124,UCLA,11,18.3,21.2,32.5,65.1,237.9,1.5,27.8,87.7,3.2,0.3,60.4,325.6,5.4,10.9,5.4,1.5,17.8,8.2,68.8,0.5,1,1.5,2024,Big Ten
129,Purdue,11,17.2,16.4,28,58.4,195.7,1.2,29.4,124.6,4.2,0.8,57.4,320.4,5.6,8.7,5.8,0.9,15.5,5.5,53.1,0.6,0.6,1.3,2024,Big Ten
130,Northwestern,11,16.9,16.5,30,54.8,172.9,0.5,29.6,97.2,3.3,1.1,59.6,270.1,4.5,7.3,6.4,1.3,14.9,5,40.8,0.5,0.7,1.3,2024,Big Ten
131,Florida State,11,15.8,14.9,29.7,50.2,184,1,30.4,89.1,2.9,0.6,60.1,273.1,4.5,8.5,5.2,1.1,14.7,6.1,52.3,0.4,1.2,1.5,2024,ACC
134,Houston,11,13.6,15.1,23.2,65.1,152.4,0.8,35.7,139.2,3.9,0.6,58.9,291.5,4.9,6.5,7,1.4,14.9,5.5,52.4,0.7,1.4,2.1,2024,Big 12
1,LSU,13,45.5,22,31.6,69.6,338.9,3.4,33.1,204.5,6.2,2.6,64.7,543.5,8.4,14,9.8,2,25.8,6.1,51.7,0.2,0.4,0.6,2023,SEC
2,Oregon,14,44.2,28.4,36.7,77.2,346.9,3.5,31.2,184.5,5.9,2.4,67.9,531.4,7.8,15.1,9.9,1.6,26.6,6.6,60.6,0.1,0.4,0.5,2023,Pac-12
3,USC,13,41.8,24.2,35.5,68.1,333,2.8,27.8,134.6,4.8,2.5,63.3,467.6,7.4,14.1,6.8,1.8,22.6,7.5,68.4,0.8,0.5,1.3,2023,Pac-12
4,Oklahoma,13,41.7,23.8,34.8,68.4,324.8,2.6,40.1,182.2,4.5,2.5,74.9,507,6.8,13.4,10,2.2,25.5,6.8,58.5,0.8,0.7,1.5,2023,Big 12
5,Georgia,14,40.1,23.4,32.6,71.8,305.3,2.1,35.8,191.2,5.3,2.9,68.4,496.5,7.3,13.8,10.6,1.6,25.9,4.4,43.3,0.5,0.5,1,2023,SEC
10,Kansas State,13,37.1,19.8,32.8,60.6,241.2,2.3,41,204.1,5,2.5,73.8,445.2,6,11.2,11,1.7,23.8,4.8,43.7,0.2,0.8,0.9,2023,Big 12
12,Penn State,13,36.2,18.9,31.8,59.6,215,2.3,39.6,184.8,4.7,2,71.4,399.8,5.6,10.3,10.5,1.7,22.5,5,43.3,0.5,0.2,0.6,2023,Big Ten
13,Washington,15,36,25.1,38.3,65.5,343.7,2.5,27.4,118.4,4.3,1.9,65.7,462.1,7,14.5,6.5,2.3,23.3,7.5,68.6,0.5,0.8,1.3,2023,Pac-12
14,Michigan,15,35.9,17.3,24.1,72,213.7,1.6,37.5,169.1,4.5,2.7,61.6,382.7,6.2,10.6,8.1,1.2,19.9,3,27.5,0.2,0.3,0.5,2023,Big Ten
15,Texas,14,35.8,22.6,33.9,66.7,289.1,1.8,37.6,188.4,5,2.1,71.6,477.5,6.7,12.9,9.1,1.1,23.1,6.6,52.2,0.6,0.6,1.3,2023,Big 12
16,Ole Miss,13,35.1,19.7,30.3,65,285.6,2,41.2,176.3,4.3,2.2,71.5,461.9,6.5,11.8,10.2,1.4,23.5,7.2,59.1,0.1,0.5,0.5,2023,SEC
17,Kansas,13,34.8,15.4,23.9,64.3,240.1,1.8,38.4,206,5.4,2.5,62.3,446.1,7.2,10.3,9.4,1.8,21.5,5.6,56.9,0.5,0.8,1.3,2023,Big 12
18,Arizona,13,34.6,25.5,35.7,71.6,308.3,2.8,30.6,139.7,4.6,1.3,66.3,448,6.8,13.3,8.2,1.7,23.2,6.3,53,0.2,0.8,1.1,2023,Pac-12
19,Florida State,14,34.6,18.6,30.9,60,251.4,1.8,33.1,150.2,4.5,2.3,64,401.6,6.3,10.8,6.9,1.9,19.6,6.1,56.6,0.4,0.3,0.6,2023,ACC
20,North Carolina,13,34.5,22.5,35.4,63.5,299.2,2,38.3,192.1,5,2.2,73.7,491.2,6.7,12,10.6,2,24.6,7.2,66.3,0.5,0.8,1.3,2023,ACC
24,Alabama,14,34,14.9,23.2,64,220.4,1.6,40.1,172.6,4.3,2.3,63.3,393.1,6.2,8.9,9.9,1.3,20,5.6,46.8,0.4,0.4,0.8,2023,SEC
25,Texas A&M,13,33.3,21.1,32.8,64.3,270.8,1.8,35.1,136.2,3.9,1.8,67.8,406.9,6,11.5,8.5,2.2,22.2,5.9,45.5,0.4,0.8,1.2,2023,SEC
29,Missouri,13,32.5,19.1,29.1,65.6,262.3,1.8,38.2,172,4.5,1.9,67.2,434.3,6.5,10.8,9.5,1.6,21.8,7.2,54.5,0.2,0.5,0.7,2023,SEC
35,Oregon State,13,31.8,17.1,29.2,58.4,242.2,2,34.2,167.1,4.9,2,63.5,409.2,6.4,11,9.4,1.1,21.5,5.6,50.4,0.4,0.6,1,2023,Pac-12
37,Tennessee,13,31.8,20.2,31.5,63.9,243.2,1.7,37.6,204.8,5.4,1.8,69.2,448.1,6.5,10.3,10.8,0.8,21.8,7.8,67.9,0.5,0.4,0.9,2023,SEC
38,Washington State,12,31.7,28.3,42.5,66.7,336.8,2.3,28.5,84.8,3,1.4,71,421.7,5.9,14.1,6.5,1.9,22.5,6.1,49.7,1,0.8,1.8,2023,Pac-12
39,Miami (FL),13,31.5,21.8,33.5,64.9,258,1.8,33.8,173.2,5.1,1.8,67.4,431.2,6.4,11.5,8.6,1.8,22,6.1,57.8,0.6,1.1,1.7,2023,ACC
40,West Virginia,13,31.5,13.7,25.5,53.8,205.7,1.4,43.5,228.9,5.3,2.5,68.9,434.6,6.3,7.8,12.2,2.2,22.3,5.2,46.4,0.5,0.5,1.1,2023,Big 12
41,TCU,12,31.3,26.6,41.9,63.4,312.2,2.3,33.8,154.5,4.6,1.6,75.8,466.7,6.2,15,9,1.1,25.1,6.2,53.6,0.3,1.3,1.6,2023,Big 12
43,Georgia Tech,13,31.1,17.8,29.2,60.9,220.8,2.1,37.8,203.8,5.4,1.8,67,424.6,6.3,9.5,11,1.8,22.3,5.2,44.8,0.3,1.3,1.6,2023,ACC
44,Louisville,14,30.7,19,29.1,65.2,236.6,1.6,38.1,178.5,4.7,2.2,67.2,415.1,6.2,10.1,9.1,1.6,20.9,5.6,48.6,0.5,0.9,1.4,2023,ACC
46,Ohio State,13,30.5,19.6,30.8,63.8,269.1,2,33.2,138.8,4.2,1.5,63.9,407.9,6.4,12.4,7,1.8,21.2,5.7,44.5,0.5,0.5,1,2023,Big Ten
48,California,13,30.2,19.8,33.4,59.4,218.2,1.7,38.2,172.8,4.5,2,71.6,390.9,5.5,10.2,8.7,2.6,21.5,5.6,45.2,0.9,1.2,2.2,2023,Pac-12
52,Clemson,13,29.8,23.2,36.5,63.7,228.4,1.5,40.3,174.3,4.3,1.8,76.8,402.7,5.2,11.4,10.3,1.7,23.4,4.9,42.6,1,0.7,1.7,2023,ACC
53,Maryland,13,29.7,23.6,36.7,64.4,278.9,2.1,29.3,108.4,3.7,1.5,66,387.3,5.9,12,7.2,1.8,21,5.5,56.5,0.6,1,1.6,2023,Big Ten
54,Oklahoma State,14,29.6,24.6,40.7,60.4,276.5,1.3,32.1,155.3,4.8,2.1,72.8,431.8,5.9,13.3,7,1.4,21.6,5,41.4,0.4,1.1,1.5,2023,Big 12
57,Virginia Tech,13,29.5,15.8,27.5,57.4,201.7,1.8,38.3,189.8,5,1.5,65.8,391.5,6,8.4,10.1,1.4,19.8,6.3,57.8,0.8,0.4,1.2,2023,ACC
58,Kentucky,13,29.1,16.2,28.8,56.3,211.6,1.9,26.1,127.8,4.9,1.4,54.9,339.5,6.2,9.4,5.7,1.9,17,6.1,50.8,0.6,0.9,1.5,2023,SEC
59,Florida,12,28.4,23.5,32.5,72.3,259.3,1.7,35.1,149.8,4.3,1.8,67.6,409.1,6.1,11.9,8.1,1.7,21.7,6.6,49.6,0.6,0.4,1,2023,SEC
60,Colorado,12,28.2,26.9,39.5,68.1,294.7,2.4,29.8,68.9,2.3,1,69.3,363.6,5.2,12.8,5.8,2.6,21.2,8.9,71.2,0.6,0.3,0.9,2023,Pac-12
64,Texas Tech,13,27.4,21.8,36.2,60.4,224,1.8,36.5,162.7,4.5,1.3,72.6,386.7,5.3,10.4,10,1.6,22,5.5,49.9,0.4,1.4,1.8,2023,Big 12
68,Duke,13,26.9,15.4,27.5,56,180.8,1.1,34.5,167.2,4.9,2,61.9,348.1,5.6,9,7.5,2.2,18.8,5.6,44.8,0.5,0.6,1.2,2023,ACC
69,Arkansas,12,26.6,17.3,26.9,64.1,187.5,1.8,39.3,139,3.5,0.8,66.3,326.5,4.9,8.1,7.9,1.3,17.3,6.3,55.4,0.8,0.7,1.5,2023,SEC
70,UCLA,13,26.5,18.3,31.5,58,229.2,1.8,40.5,197.9,4.9,1.6,72.1,427.1,5.9,10.2,10,1.3,21.5,7.1,58.1,0.6,1.1,1.7,2023,Pac-12
72,Auburn,13,26.2,14.5,24.4,59.6,162.2,1.4,39.5,189,4.8,1.7,63.8,351.2,5.5,6.8,10.1,1.7,18.5,5.5,43.8,0.5,1,1.5,2023,SEC
74,Iowa State,13,26.2,18.5,29.3,63.3,245,1.8,29.4,119.9,4.1,1.2,58.7,364.9,6.2,10.2,5.2,0.9,16.3,4.8,43.8,0.2,0.6,0.8,2023,Big 12
75,North Carolina State,13,26.2,17.2,29.2,59.1,193.9,1.5,36.8,156.5,4.3,1.5,65.9,350.4,5.3,8.9,7.9,1.7,18.5,5.8,46.3,0.2,0.9,1.2,2023,ACC
77,South Carolina,12,26,23.6,34.3,68.7,278,1.8,30.8,85.1,2.8,1.4,65.1,363.1,5.6,11.6,5.2,1.3,18.1,7.2,55.5,0.4,0.7,1.1,2023,SEC
82,Boston College,13,24.8,15.7,27.8,56.5,182.5,1.2,42.1,198.8,4.7,1.9,69.8,381.2,5.5,7.5,12.4,1.6,21.5,6.5,55.2,0.4,1.1,1.5,2023,ACC
83,Illinois,12,24.5,21.8,34.6,62.9,264.6,1.9,33,126.4,3.8,1,67.6,391,5.8,12.3,6.4,1.7,20.4,6.6,62.4,0.8,1.1,1.9,2023,Big Ten
86,Cincinnati,12,24.1,18.2,30,60.6,209,1.8,43.1,217.1,5,1.2,73.1,426.1,5.8,9.8,11.5,0.9,22.3,5.7,52.6,0.5,0.9,1.4,2023,Big 12
87,Purdue,12,23.9,19.5,32.7,59.7,211.2,1.3,38.5,169.1,4.4,1.7,71.2,380.3,5.3,9.8,8.9,1.8,20.5,6,56.3,0.7,0.8,1.5,2023,Big Ten
90,Houston,12,23.7,21.8,34,64,241.5,2,29.9,118.7,4,0.8,63.9,360.2,5.6,10.7,7,1.5,19.2,5.7,49.2,0.2,1.1,1.3,2023,Big 12
92,Syracuse,13,23.5,14.8,24.3,60.8,171,1.3,40.7,172.3,4.2,1.5,65,343.3,5.3,7.2,8.8,1.8,17.9,7.3,61.6,0.7,1.2,1.8,2023,ACC
93,Wisconsin,13,23.5,21.6,36.1,59.9,220.2,1.1,34.9,161,4.6,1.7,71,381.2,5.4,10.2,8.7,1.2,20.1,5.6,48.1,0.9,0.4,1.3,2023,Big Ten
95,Virginia,12,23.3,20.7,33,62.6,250.8,1.6,37.8,117.9,3.1,1,70.8,368.8,5.2,10.6,8.4,2,21,6.5,55.3,0.5,1.2,1.7,2023,ACC
98,Rutgers,13,23.2,10.9,22.6,48.3,137.5,0.8,39.8,168.7,4.2,1.8,62.4,306.2,4.9,6.5,9.7,1.3,17.5,5.1,45.2,0.4,0.6,1,2023,Big Ten
100,Utah,13,23.2,14.5,25.2,57.6,165.8,1.2,43.2,182.5,4.2,1.5,68.5,348.4,5.1,7.2,10.2,1.5,18.8,5,41.6,0.2,0.8,1,2023,Pac-12
101,Baylor,12,23.1,21.9,36.8,59.5,263,1.3,34.4,114.8,3.3,1.1,71.3,377.8,5.3,11.6,7.3,1,19.8,4.1,28.9,0.7,0.6,1.3,2023,Big 12
104,Vanderbilt,12,22.8,18.1,32.5,55.6,223.7,1.9,29.1,95.3,3.3,0.8,61.6,318.9,5.2,9,5.8,2.3,17,4.9,42.5,0.6,1,1.6,2023,SEC
105,Indiana,12,22.2,17.9,30.6,58.6,212.8,1.5,36.1,120.1,3.3,1.1,66.7,332.8,5,10.2,7.4,2.2,19.8,5.4,50.6,0.7,0.8,1.5,2023,Big Ten
106,Northwestern,13,22.1,18.5,29.9,62,202,1.5,35.2,101.9,2.9,1.1,65.2,303.9,4.7,8.9,6.5,1.5,16.9,5.3,42.6,0.1,0.6,0.7,2023,Big Ten
107,Mississippi State,12,21.8,16.8,29,57.8,181.8,1.3,33.4,146.8,4.4,1,62.4,328.6,5.3,8.8,6.6,1.2,16.6,6.3,56.8,0.3,0.8,1.2,2023,SEC
111,Minnesota,13,20.9,12.6,24,52.6,143.4,1.2,38.8,157.5,4.1,1,62.8,300.9,4.8,6.9,9.5,1.8,18.2,3,27.1,0.5,0.8,1.3,2023,Big Ten
112,Stanford,12,20.6,19.4,35.4,54.8,233,0.9,34.4,118.6,3.4,1.3,69.8,351.6,5,10.1,6.8,2.7,19.6,6.4,59.1,0.4,0.8,1.3,2023,Pac-12
115,Wake Forest,12,20.3,16.2,26.8,60.4,197.3,1.2,39,130.4,3.3,1.1,65.8,327.8,5,8.8,8.8,2.4,20,4.1,38.8,0.9,0.9,1.8,2023,ACC
123,Nebraska,12,18,11.3,21.8,52.1,135.9,0.8,39.8,176.8,4.4,1.3,61.6,312.8,5.1,5.5,9.5,1.5,16.5,5.1,42.8,1.3,1.3,2.6,2023,Big Ten
124,Arizona State,12,17.8,20.3,36.7,55.2,210.3,0.7,31.2,111.9,3.6,1.4,67.8,322.3,4.8,9.2,7.5,2.1,18.8,5.7,51.4,0.5,1.2,1.7,2023,Pac-12
131,Michigan State,12,15.9,18.4,31.6,58.3,199.8,1.2,30.8,89.5,2.9,0.6,62.4,289.3,4.6,8.6,6.2,1.8,16.6,7,60.7,0.8,1.1,1.8,2023,Big Ten
132,Iowa,14,15.4,12.1,24.9,48.9,118.6,0.6,34.7,115.9,3.3,0.8,59.6,234.6,3.9,5.4,5.9,1.6,12.9,3.6,30.9,0.8,0.8,1.6,2023,Big Ten
1,Tennessee,13,46.1,22.3,32.5,68.7,326.1,2.9,40.2,199.5,5,3.1,72.7,525.5,7.2,11.9,10.3,3.2,25.4,8.1,69.6,0.6,0.2,0.8,2022,SEC
2,Ohio State,13,44.2,21.1,31.5,66.8,298.3,3.2,35.8,192.4,5.4,2.3,67.4,490.7,7.3,13.2,8.7,2,23.8,5.6,48,0.3,0.5,0.8,2022,Big Ten
3,USC,14,41.4,24.6,36.8,67,335.4,3.1,33.8,171.1,5.1,2.1,70.6,506.6,7.2,13.9,9.9,1.9,25.6,6.3,58,0.1,0.4,0.5,2022,Pac-12
4,Alabama,13,41.1,21.5,33.7,63.9,281.5,2.8,35.2,195.5,5.6,2,68.9,477.1,6.9,12.6,9.3,1.9,23.8,7.9,68.7,0.6,0.6,1.2,2022,SEC
5,Georgia,15,41.1,22.4,32.9,68.2,295.9,2.1,37.1,205.3,5.5,2.9,70,501.2,7.2,13.8,9.9,1.3,25.1,4.4,44.9,0.7,0.5,1.2,2022,SEC
